ncl,cltype,LCO,LCOerr,L13CO,L13COerr,LHCO,LHCOerr,LHCN,LHCNerr,LCS,LCSerr,vel_dispCO,vel_dispCOerr,vel_disp13CO,vel_disp13COerr,vel_dispHCO,vel_dispHCOerr,vel_dispHCN,vel_dispHCNerr,vel_dispCS,vel_dispCSerr,maj,min,R,Rerr,area,perim
1,1,4562,456.2,814.6,81.46,92.77,9.277,20.77,2.078,20.65,2.066,7.423,0.1483,10.9,0.596,6.194,0.2115,6.221,0.7402,-0.2553,2189,8.507,2.375,7.291,4.205,429.2,1403
2,1,4725,472.5,854.1,85.42,93.9,9.391,21.26,2.126,20.77,2.077,7.741,0.1784,11.28,0.586,6.18,0.1901,6.336,0.6115,0.4923,0.2543,8.507,2.375,7.291,4.205,458.3,1549
3,0,4755,475.5,863.2,86.32,93.89,9.39,21.25,2.125,20.75,2.075,7.685,0.1735,11.35,0.5923,6.137,0.1884,6.297,0.5994,0.4813,0.2747,8.507,2.375,7.291,4.205,469.4,1593
4,1,4483,448.3,766.3,76.63,93.14,9.315,21.21,2.121,21.08,2.109,7.923,0.1562,9.907,0.4463,6.587,0.3953,0.2511,1.783e+05,0.2518,nan,8.506,2.375,7.29,4.202,369,1157
5,1,4407,440.7,733.3,73.33,93.39,9.339,21.51,2.151,21.07,2.108,8.521,0.1779,9.515,0.3562,7.214,0.3452,7.7,0.8481,6.785,1.251,8.513,2.371,7.287,4.159,329.4,1051
6,1,4366,436.6,720.6,72.06,93.24,9.325,21.58,2.158,21.13,2.114,8.548,0.2062,9.359,0.3347,7.36,0.2877,8.277,0.5939,7.281,1.088,8.491,2.368,7.274,4.101,310.2,982.5
7,1,3862,386.2,600.8,60.08,88.17,8.818,20.1,2.011,19.81,1.982,8.772,0.2428,8.718,0.2507,7.168,0.3013,8.163,0.851,0.375,6.022,5.475,2.536,6.038,2.154,212.6,573
8,1,3789,378.9,586.2,58.62,87.53,8.754,20.04,2.005,19.7,1.97,8.827,0.2506,8.505,0.2484,7.117,0.3103,8.406,0.8173,0.4574,1.186,5.495,2.551,6.067,2.191,192.8,500.3
9,1,3877,387.7,603.6,60.36,88.46,8.846,20.15,2.015,19.85,1.985,8.774,0.2438,8.725,0.2509,7.214,0.3062,8.11,0.8486,0.3784,5.691,5.475,2.536,6.038,2.153,215.3,580.2
10,1,3738,373.8,578.7,57.87,86.82,8.682,19.9,1.99,19.66,1.967,8.829,0.2593,8.44,0.2421,7.03,0.2976,8.782,0.8428,6.97,0.5412,5.495,2.551,6.067,2.19,181.5,458.9
11,1,4275,427.5,695,69.5,92.97,9.298,21.59,2.16,21.27,2.128,8.746,0.2229,8.758,0.255,7.776,0.3278,8.373,0.6461,0.5434,0.4459,8.512,2.374,7.292,4.105,268.1,819
12,1,3950,395,621.2,62.12,89.14,8.914,20.09,2.009,19.61,1.961,8.91,0.2437,8.959,0.2532,7.472,0.3009,8.096,0.7247,0.4074,2.807,5.475,2.536,6.038,2.153,245.1,739.6
13,1,3679,367.9,569.1,56.91,85.89,8.589,19.68,1.968,19.6,1.961,8.835,0.2615,8.186,0.2359,6.763,0.2696,7.891,0.6769,6.817,0.372,5.494,2.551,6.067,2.191,170.4,426.3
14,1,3079,307.9,463.8,46.38,68.37,6.837,14.48,1.448,13.85,1.386,7.761,0.2764,7.049,0.2361,5.975,0.261,6.573,0.6946,6.265,0.3681,2.131,5.238,5.41,2.939,136.7,335.5
15,1,3931,393.1,616.9,61.69,88.98,8.899,20.04,2.004,19.6,1.96,8.827,0.2534,8.897,0.2511,7.294,0.3186,7.654,0.7153,0.3784,5.315,5.475,2.536,6.038,2.153,240,725.9
16,0,160.9,16.09,33.45,3.346,0.1231,0.01256,nan,nan,nan,nan,4.364,0.2373,4.863,0.4211,1.542,0.3561,nan,nan,nan,nan,2.158,0.5053,1.629,1.339,18.35,116.5
17,1,98.58,9.859,14.42,1.443,0.08592,0.008943,nan,nan,nan,nan,2.069,0.03062,2.197,0.1476,1.492,0.2511,nan,nan,nan,nan,0.5723,0.8378,1.019,0.2783,8.366,34.32
18,1,151.9,15.19,30.03,3.004,1.241,0.1248,0.5282,0.05309,nan,nan,2.659,0.05759,3.078,0.279,2.811,0.3306,0.8086,0.2735,nan,nan,0.3683,0.9496,0.8343,0.3215,21.79,137
19,0,38.14,3.815,8.419,0.843,0.233,0.02369,nan,nan,nan,nan,1.977,0.09834,12.41,0.9058,1.193,0.2912,nan,nan,nan,nan,1.45,0.5138,1.319,0.4651,13.86,83.63
20,1,3598,359.8,557.8,55.78,84.61,8.462,19.4,1.941,19.44,1.945,8.934,0.2775,8.196,0.2333,6.759,0.2483,7.693,0.5808,6.83,0.3627,5.472,2.535,6.036,2.159,157.5,392
21,1,3901,390.1,608.6,60.86,88.66,8.866,20.08,2.008,19.73,1.974,8.82,0.2527,8.769,0.2525,7.166,0.315,7.822,0.8279,0.3784,5.606,5.475,2.536,6.038,2.153,225.2,630.1
22,0,3.966,0.3971,1.481,0.1487,nan,nan,nan,nan,nan,nan,1.298,0.029,11.74,1.232,nan,nan,nan,nan,nan,nan,0.3322,0.1391,nan,0.04899,3.459,51.34
23,2,1.786,0.1801,0.7886,0.08032,nan,nan,nan,nan,nan,nan,1.201,0.0348,3.623,0.2308,nan,nan,nan,nan,nan,nan,0.1695,0.2048,nan,0.02837,1.793,12.94
24,2,59.91,5.991,16.69,1.67,nan,nan,nan,nan,nan,nan,2.207,0.02818,1.702,0.09177,nan,nan,nan,nan,nan,nan,0.2793,0.4123,0.2759,0.2398,8.054,66.32
25,1,2312,231.2,325.6,32.56,56.72,5.672,11.56,1.156,9.954,0.9958,7.748,0.296,6.968,0.293,5.491,0.2195,5.955,0.3977,6.209,0.4407,2.131,5.238,5.41,2.938,94.29,236.8
26,1,1907,190.7,266.2,26.62,51.25,5.126,10.54,1.054,8.481,0.8486,8.449,0.4079,6.58,0.2717,6.473,0.2715,6.516,0.4642,8.352,0.7856,2.134,5.25,5.421,2.964,60.76,130.6
27,1,2256,225.6,318.7,31.87,55.9,5.591,11.45,1.145,9.851,0.9856,7.849,0.3004,7.099,0.2954,5.663,0.2206,6.137,0.4199,6.532,0.4448,2.135,5.25,5.421,2.964,87.13,213.7
28,1,333.6,33.36,50.79,5.081,4.384,0.4392,0.8867,0.08888,1.35,0.1353,5.516,0.22,4.897,0.129,5.385,0.2944,6.155,0.9387,4.286,0.4322,0.7302,1.878,1.843,0.411,24.09,72.43
29,1,318.8,31.88,48.24,4.825,4.223,0.4231,0.8609,0.08629,1.301,0.1305,5.551,0.2257,4.846,0.1274,5.495,0.3135,1.788,0.3926,4.661,0.4819,0.7295,1.878,1.841,0.4292,21.88,60.8
30,1,291.5,29.15,43.87,4.389,3.945,0.3953,0.81,0.0812,1.172,0.1176,5.638,0.2422,4.903,0.1484,5.518,0.2849,1.973,0.4227,5.166,0.5537,0.7299,1.884,1.845,0.3887,19.02,54.54
31,1,125.5,12.55,20.07,2.008,1.859,0.1868,0.4758,0.04789,0.6872,0.06921,5.588,0.236,4.697,0.1632,5.386,0.2488,5.584,0.8578,4.572,0.4284,0.4519,0.9962,0.9805,0.3209,7.118,22.25
32,0,2.044,0.205,0.6163,0.0626,nan,nan,nan,nan,nan,nan,1.322,0.05114,7.036,0.4529,nan,nan,nan,nan,nan,nan,0.1896,0.1302,nan,0.03797,1.121,14.4
33,1,1559,155.9,227.5,22.75,45.48,4.548,9.684,0.969,7.177,0.7182,8.433,0.4647,6.268,0.2931,6.372,0.2611,6.719,0.4415,7.975,0.8652,2.477,4.167,5.2,1.791,46.6,92.94
34,2,4.397,0.44,0.6047,0.0628,0.06367,0.007026,nan,nan,nan,nan,1.238,0.05994,1.383,0.07485,1.347,0.09487,nan,nan,nan,nan,0.1885,0.4259,nan,0.8511,0.6611,4.218
35,1,242.5,24.25,38.04,3.806,3.476,0.3485,0.7163,0.07186,1.016,0.102,5.631,0.247,4.898,0.1465,5.4,0.2654,1.802,0.4129,5.139,0.5729,0.7131,1.873,1.817,0.7353,14.26,43.49
36,1,24.07,2.408,4.862,0.4875,nan,nan,nan,nan,nan,nan,2.371,0.1217,6.796,0.5978,nan,nan,nan,nan,nan,nan,0.5284,1.263,1.239,0.4893,6.32,33.89
37,1,514.6,51.46,66.6,6.662,13.16,1.316,2.833,0.2838,2.743,0.2749,7.592,0.4906,4.419,0.4088,6.17,0.4675,5.671,0.758,2.867,0.4203,1.291,2.104,2.637,0.9559,14.3,34.32
38,1,1868,186.8,261.8,26.18,50.31,5.032,10.32,1.033,8.371,0.8376,8.33,0.4185,6.467,0.2713,6.341,0.2628,6.543,0.437,7.881,0.7355,2.137,5.227,5.412,2.902,57.51,123.9
39,1,98.52,9.852,16.9,1.692,1.472,0.1481,0.3612,0.03648,0.5914,0.05968,4.951,0.2501,4.133,0.1782,4.984,0.2876,4.945,0.6299,4.619,0.3905,0.4367,0.974,0.9464,0.5576,4.643,14.4
40,1,87.84,8.785,15.61,1.562,1.307,0.1316,0.2935,0.02969,0.5434,0.05491,4.651,0.2384,4.026,0.1686,4.76,0.3099,1.112,0.207,4.617,0.3891,0.452,0.9565,0.9561,0.6148,4.49,14.11
41,1,32.18,3.218,4.133,0.4156,0.2563,0.02598,nan,nan,nan,nan,2.17,0.08054,2.246,0.1293,2.169,0.1222,nan,nan,nan,nan,0.5145,0.9159,1.008,0.3736,3.337,13.96
42,2,12.14,1.215,2.575,0.259,0.01639,0.003012,nan,nan,nan,nan,1.224,0.04429,1.812,0.2057,1.578,0.4851,nan,nan,nan,nan,0.5666,0.2876,0.4498,0.1629,3.395,22.4
43,2,13.33,1.334,1.985,0.2009,0.08475,0.008645,nan,nan,nan,nan,2.785,0.1119,2.797,0.1746,1.89,0.486,nan,nan,nan,nan,0.8652,0.2488,0.5836,0.1349,2.353,12.94
44,0,35.37,3.537,5.398,0.5413,nan,nan,nan,nan,nan,nan,1.45,0.262,1.416,0.1856,nan,nan,nan,nan,nan,nan,0.3865,1.6,1.186,0.317,5.685,26.76
45,2,24.27,2.427,1.788,0.1802,0.311,0.03192,0.05081,0.005234,0.09411,0.01001,3.359,0.1758,3.6,0.2536,3.54,0.245,2.626,0.2702,3.683,0.3664,0.486,0.2127,0.2121,0.3064,0.624,4.363
